year_BP,d18O,d13C,REF
714,-5.63,-8.56,"Wang et al 2017, Nature"
718,-6.18,-9.08,"Wang et al 2017, Nature"
722,-6.02,-8.55,"Wang et al 2017, Nature"
726,-5.57,-7.97,"Wang et al 2017, Nature"
730,-6.09,-8.57,"Wang et al 2017, Nature"
734,-6.22,-8.25,"Wang et al 2017, Nature"
738,-6.6,-8.94,"Wang et al 2017, Nature"
741,-6.3,-8.6,"Wang et al 2017, Nature"
745,-6.32,-8.54,"Wang et al 2017, Nature"
749,-6.48,-8.4,"Wang et al 2017, Nature"
753,-5.96,-7.71,"Wang et al 2017, Nature"
757,-6.45,-7.93,"Wang et al 2017, Nature"
761,-6.17,-7.63,"Wang et al 2017, Nature"
765,-6.58,-8.05,"Wang et al 2017, Nature"
768,-6.29,-7.59,"Wang et al 2017, Nature"
772,-6.36,-7.58,"Wang et al 2017, Nature"
776,-6.51,-8.57,"Wang et al 2017, Nature"
780,-6,-7.91,"Wang et al 2017, Nature"
784,-5.9,-7.71,"Wang et al 2017, Nature"
788,-6.23,-8.28,"Wang et al 2017, Nature"
789,-6.17,-7.84,"Wang et al 2017, Nature"
790,-6.37,-7.93,"Wang et al 2017, Nature"
791,-5.92,-7.94,"Wang et al 2017, Nature"
792,-6.24,-7.53,"Wang et al 2017, Nature"
793,-6.6,-8.06,"Wang et al 2017, Nature"
794,-6.7,-8.11,"Wang et al 2017, Nature"
795,-6.61,-8.44,"Wang et al 2017, Nature"
796,-7.03,-9.04,"Wang et al 2017, Nature"
797,-7.13,-8.75,"Wang et al 2017, Nature"
798,-6.77,-8.51,"Wang et al 2017, Nature"
799,-6.89,-8.98,"Wang et al 2017, Nature"
800,-6.87,-9.52,"Wang et al 2017, Nature"
801,-6.88,-9.79,"Wang et al 2017, Nature"
802,-6.88,-9.49,"Wang et al 2017, Nature"
803,-6.72,-9.49,"Wang et al 2017, Nature"
804,-6.87,-9.32,"Wang et al 2017, Nature"
805,-6.49,-9.67,"Wang et al 2017, Nature"
806,-6.29,-7.99,"Wang et al 2017, Nature"
807,-6.46,-9.62,"Wang et al 2017, Nature"
820,-7.19,-10.43,"Wang et al 2017, Nature"
832,-7.29,-9.98,"Wang et al 2017, Nature"
845,-7.34,-9.97,"Wang et al 2017, Nature"
857,-7.43,-9.76,"Wang et al 2017, Nature"
870,-6.86,-9.91,"Wang et al 2017, Nature"
882,-6.96,-9.83,"Wang et al 2017, Nature"
895,-6.7,-9.97,"Wang et al 2017, Nature"
907,-6.72,-9.89,"Wang et al 2017, Nature"
920,-6.92,-9.43,"Wang et al 2017, Nature"
932,-6.71,-9.72,"Wang et al 2017, Nature"
944,-6.8,-10.14,"Wang et al 2017, Nature"
957,-6.84,-10.11,"Wang et al 2017, Nature"
969,-6.71,-9.99,"Wang et al 2017, Nature"
982,-7.08,-9.85,"Wang et al 2017, Nature"
994,-6.49,-9.63,"Wang et al 2017, Nature"
1007,-7.06,-10.1,"Wang et al 2017, Nature"
1019,-6.82,-10.34,"Wang et al 2017, Nature"
1032,-7.06,-10.13,"Wang et al 2017, Nature"
1044,-6.68,-9.94,"Wang et al 2017, Nature"
1057,-6.53,-10.07,"Wang et al 2017, Nature"
1069,-6.39,-10.32,"Wang et al 2017, Nature"
1082,-6.48,-10.21,"Wang et al 2017, Nature"
1095,-6.25,-10.2,"Wang et al 2017, Nature"
1108,-6.65,-10.27,"Wang et al 2017, Nature"
1121,-6.91,-10.31,"Wang et al 2017, Nature"
1134,-6.53,-10.22,"Wang et al 2017, Nature"
1147,-6.94,-9.98,"Wang et al 2017, Nature"
1160,-6.6,-9.65,"Wang et al 2017, Nature"
1173,-7.04,-10.08,"Wang et al 2017, Nature"
1186,-6.48,-10.13,"Wang et al 2017, Nature"
1199,-6.57,-10.02,"Wang et al 2017, Nature"
1211,-6.48,-9.84,"Wang et al 2017, Nature"
1224,-6.51,-9.66,"Wang et al 2017, Nature"
1237,-6.79,-9.53,"Wang et al 2017, Nature"
1250,-6.88,-9.69,"Wang et al 2017, Nature"
1263,-6.73,-9.51,"Wang et al 2017, Nature"
1276,-6.6,-9.8,"Wang et al 2017, Nature"
1289,-6.59,-9.71,"Wang et al 2017, Nature"
1302,-6.48,-9.91,"Wang et al 2017, Nature"
1315,-6.35,-9.72,"Wang et al 2017, Nature"
1328,-6.37,-9.9,"Wang et al 2017, Nature"
1341,-6.4,-9.84,"Wang et al 2017, Nature"
1354,-6.58,-10.12,"Wang et al 2017, Nature"
1367,-6.55,-10.02,"Wang et al 2017, Nature"
1380,-6.5,-10.09,"Wang et al 2017, Nature"
1393,-6.55,-9.99,"Wang et al 2017, Nature"
1406,-6.41,-9.79,"Wang et al 2017, Nature"
1419,-6.41,-9.98,"Wang et al 2017, Nature"
1432,-6.24,-9.99,"Wang et al 2017, Nature"
1445,-6.54,-9.96,"Wang et al 2017, Nature"
1458,-6.58,-10.16,"Wang et al 2017, Nature"
1470,-6.63,-10.14,"Wang et al 2017, Nature"
1483,-6.47,-10.17,"Wang et al 2017, Nature"
1496,-6.75,-9.99,"Wang et al 2017, Nature"
1509,-6.62,-10.09,"Wang et al 2017, Nature"
1522,-6.51,-9.7,"Wang et al 2017, Nature"
1535,-6.44,-9.33,"Wang et al 2017, Nature"
1548,-6.14,-9.32,"Wang et al 2017, Nature"
1561,-6.23,-9.59,"Wang et al 2017, Nature"
1574,-6.36,-9.63,"Wang et al 2017, Nature"
1587,-6.42,-9.43,"Wang et al 2017, Nature"
1600,-6.2,-9.19,"Wang et al 2017, Nature"
1612,-6.11,-9.22,"Wang et al 2017, Nature"
1625,-6.36,-9.34,"Wang et al 2017, Nature"
1638,-6.57,-9.6,"Wang et al 2017, Nature"
1651,-6.68,-9.62,"Wang et al 2017, Nature"
1663,-6.58,-9.65,"Wang et al 2017, Nature"
1676,-6.45,-9.81,"Wang et al 2017, Nature"
1689,-6.63,-10.15,"Wang et al 2017, Nature"
1701,-6.59,-9.81,"Wang et al 2017, Nature"
1714,-6.56,-9.47,"Wang et al 2017, Nature"
1727,-6.68,-10.17,"Wang et al 2017, Nature"
1739,-6.49,-10.27,"Wang et al 2017, Nature"
1752,-6.57,-9.94,"Wang et al 2017, Nature"
1765,-6.86,-10.06,"Wang et al 2017, Nature"
1778,-6.63,-10.12,"Wang et al 2017, Nature"
1790,-6.79,-9.87,"Wang et al 2017, Nature"
1803,-7.07,-9.94,"Wang et al 2017, Nature"
1816,-6.84,-9.85,"Wang et al 2017, Nature"
1828,-6.39,-9.71,"Wang et al 2017, Nature"
1841,-6.51,-9.81,"Wang et al 2017, Nature"
1854,-6.61,-9.92,"Wang et al 2017, Nature"
1867,-6.66,-9.93,"Wang et al 2017, Nature"
1879,-6.91,-9.94,"Wang et al 2017, Nature"
1892,-6.88,-9.82,"Wang et al 2017, Nature"
1905,-6.97,-9.89,"Wang et al 2017, Nature"
1917,-6.84,-9.8,"Wang et al 2017, Nature"
1930,-6.91,-9.83,"Wang et al 2017, Nature"
1943,-6.84,-9.77,"Wang et al 2017, Nature"
1955,-6.77,-9.78,"Wang et al 2017, Nature"
1968,-6.88,-9.66,"Wang et al 2017, Nature"
1981,-6.96,-9.64,"Wang et al 2017, Nature"
1994,-6.96,-9.66,"Wang et al 2017, Nature"
2006,-6.98,-9.29,"Wang et al 2017, Nature"
2019,-6.99,-9.27,"Wang et al 2017, Nature"
2032,-6.87,-9.25,"Wang et al 2017, Nature"
2044,-6.5,-9.58,"Wang et al 2017, Nature"
2057,-6.75,-9.64,"Wang et al 2017, Nature"
2070,-6.78,-9.76,"Wang et al 2017, Nature"
2083,-6.69,-9.81,"Wang et al 2017, Nature"
2095,-6.9,-9.93,"Wang et al 2017, Nature"
2108,-6.78,-9.83,"Wang et al 2017, Nature"
2121,-7.27,-9.94,"Wang et al 2017, Nature"
2133,-6.91,-9.98,"Wang et al 2017, Nature"
2146,-6.94,-9.82,"Wang et al 2017, Nature"
2159,-6.99,-10,"Wang et al 2017, Nature"
2172,-6.97,-9.9,"Wang et al 2017, Nature"
2184,-7.31,-9.91,"Wang et al 2017, Nature"
2197,-7.13,-9.52,"Wang et al 2017, Nature"
2210,-7.02,-9.33,"Wang et al 2017, Nature"
2222,-7.07,-9.51,"Wang et al 2017, Nature"
2235,-7.24,-9.63,"Wang et al 2017, Nature"
2248,-7.16,-9.2,"Wang et al 2017, Nature"
2260,-7.08,-9.48,"Wang et al 2017, Nature"
2273,-7.35,-9.47,"Wang et al 2017, Nature"
2286,-6.99,-9.29,"Wang et al 2017, Nature"
2299,-7.13,-9.46,"Wang et al 2017, Nature"
2311,-7.09,-9.53,"Wang et al 2017, Nature"
2324,-7.06,-9.74,"Wang et al 2017, Nature"
2337,-6.78,-9.54,"Wang et al 2017, Nature"
2349,-6.69,-9.44,"Wang et al 2017, Nature"
2357,-6.52,-9.21,"Wang et al 2017, Nature"
2364,-6.81,-9.35,"Wang et al 2017, Nature"
2371,-6.75,-9.44,"Wang et al 2017, Nature"
2379,-6.93,-9.48,"Wang et al 2017, Nature"
2386,-6.9,-9.45,"Wang et al 2017, Nature"
2393,-6.94,-9.01,"Wang et al 2017, Nature"
2401,-7.1,-9.2,"Wang et al 2017, Nature"
2408,-6.86,-9.14,"Wang et al 2017, Nature"
2416,-7.08,-9.07,"Wang et al 2017, Nature"
2423,-6.88,-8.62,"Wang et al 2017, Nature"
2430,-7.19,-8.74,"Wang et al 2017, Nature"
2438,-7.19,-8.63,"Wang et al 2017, Nature"
2445,-7.33,-8.53,"Wang et al 2017, Nature"
2452,-7.01,-8.61,"Wang et al 2017, Nature"
2460,-7.3,-8.66,"Wang et al 2017, Nature"
2467,-7.37,-8.58,"Wang et al 2017, Nature"
2474,-7.26,-8.93,"Wang et al 2017, Nature"
2482,-7.3,-9.11,"Wang et al 2017, Nature"
2489,-7.13,-8.72,"Wang et al 2017, Nature"
2496,-7.28,-9,"Wang et al 2017, Nature"
2504,-7.12,-8.8,"Wang et al 2017, Nature"
2511,-7.09,-8.82,"Wang et al 2017, Nature"
2518,-7,-8.94,"Wang et al 2017, Nature"
2526,-7.62,-8.95,"Wang et al 2017, Nature"
2533,-7.35,-8.91,"Wang et al 2017, Nature"
2540,-7.07,-8.99,"Wang et al 2017, Nature"
2548,-7.43,-9.1,"Wang et al 2017, Nature"
2555,-7.05,-8.98,"Wang et al 2017, Nature"
2562,-6.88,-8.9,"Wang et al 2017, Nature"
2570,-6.92,-8.87,"Wang et al 2017, Nature"
2577,-6.9,-8.68,"Wang et al 2017, Nature"
2585,-7.03,-8.88,"Wang et al 2017, Nature"
2592,-7.07,-9.52,"Wang et al 2017, Nature"
2599,-7.37,-9.33,"Wang et al 2017, Nature"
2607,-7.21,-9.08,"Wang et al 2017, Nature"
2614,-6.78,-9.26,"Wang et al 2017, Nature"
2621,-6.87,-9.25,"Wang et al 2017, Nature"
2629,-6.86,-9.45,"Wang et al 2017, Nature"
2636,-6.8,-9.54,"Wang et al 2017, Nature"
2643,-6.99,-9.5,"Wang et al 2017, Nature"
2651,-7,-9.16,"Wang et al 2017, Nature"
2663,-7.23,-8.95,"Wang et al 2017, Nature"
2676,-7.09,-8.95,"Wang et al 2017, Nature"
2689,-7.16,-8.88,"Wang et al 2017, Nature"
2701,-7.14,-8.86,"Wang et al 2017, Nature"
2714,-7.34,-9.15,"Wang et al 2017, Nature"
2726,-7,-9.2,"Wang et al 2017, Nature"
2739,-7.12,-9.32,"Wang et al 2017, Nature"
2752,-7.67,-9.06,"Wang et al 2017, Nature"
2764,-7.54,-8.8,"Wang et al 2017, Nature"
2777,-7.36,-8.69,"Wang et al 2017, Nature"
2790,-7.16,-9.06,"Wang et al 2017, Nature"
2802,-7.15,-8.83,"Wang et al 2017, Nature"
2815,-6.84,-9.04,"Wang et al 2017, Nature"
2827,-7.11,-8.89,"Wang et al 2017, Nature"
2840,-7.14,-8.46,"Wang et al 2017, Nature"
2853,-6.93,-8.52,"Wang et al 2017, Nature"
2865,-7.28,-8.58,"Wang et al 2017, Nature"
2878,-6.83,-8.3,"Wang et al 2017, Nature"
2891,-7.13,-8.85,"Wang et al 2017, Nature"
2903,-7.32,-8.76,"Wang et al 2017, Nature"
2916,-7.03,-8.31,"Wang et al 2017, Nature"
2928,-7,-8.35,"Wang et al 2017, Nature"
2941,-7.49,-8.57,"Wang et al 2017, Nature"
2954,-6.74,-7.97,"Wang et al 2017, Nature"
2966,-6.86,-7.81,"Wang et al 2017, Nature"
2979,-6.79,-8.39,"Wang et al 2017, Nature"
2992,-6.75,-8.34,"Wang et al 2017, Nature"
3004,-6.91,-8.37,"Wang et al 2017, Nature"
3017,-6.89,-8.28,"Wang et al 2017, Nature"
3023,-7.03,-8.58,"Wang et al 2017, Nature"
3028,-7.06,-8.56,"Wang et al 2017, Nature"
3034,-7.3,-8.91,"Wang et al 2017, Nature"
3040,-7.48,-9.17,"Wang et al 2017, Nature"
3046,-6.94,-8.32,"Wang et al 2017, Nature"
3052,-7.17,-8.93,"Wang et al 2017, Nature"
3058,-7.12,-9.16,"Wang et al 2017, Nature"
3064,-6.98,-8.57,"Wang et al 2017, Nature"
3070,-7.11,-8.77,"Wang et al 2017, Nature"
3075,-7.32,-8.97,"Wang et al 2017, Nature"
3081,-7.12,-9.14,"Wang et al 2017, Nature"
3087,-7.51,-8.95,"Wang et al 2017, Nature"
3093,-7.39,-8.94,"Wang et al 2017, Nature"
3099,-7.26,-9.11,"Wang et al 2017, Nature"
3105,-6.78,-8.64,"Wang et al 2017, Nature"
3111,-6.98,-8.85,"Wang et al 2017, Nature"
3116,-7.03,-8.98,"Wang et al 2017, Nature"
3122,-6.92,-8.97,"Wang et al 2017, Nature"
3128,-7.13,-8.79,"Wang et al 2017, Nature"
3134,-7.07,-8.83,"Wang et al 2017, Nature"
3140,-7.18,-8.84,"Wang et al 2017, Nature"
3146,-7.21,-8.71,"Wang et al 2017, Nature"
3152,-7.37,-8.87,"Wang et al 2017, Nature"
3157,-6.97,-8.79,"Wang et al 2017, Nature"
3163,-6.99,-8.76,"Wang et al 2017, Nature"
3169,-7.07,-8.79,"Wang et al 2017, Nature"
3175,-7.11,-8.94,"Wang et al 2017, Nature"
3181,-6.91,-9.04,"Wang et al 2017, Nature"
3187,-7.08,-9,"Wang et al 2017, Nature"
3193,-6.95,-8.98,"Wang et al 2017, Nature"
3198,-7.26,-9.03,"Wang et al 2017, Nature"
3204,-7.15,-9.02,"Wang et al 2017, Nature"
3210,-7.54,-9.16,"Wang et al 2017, Nature"
3216,-7.2,-9.41,"Wang et al 2017, Nature"
3222,-7.27,-9.35,"Wang et al 2017, Nature"
3228,-7.42,-9.25,"Wang et al 2017, Nature"
3234,-7.42,-9.29,"Wang et al 2017, Nature"
3239,-7.48,-9.37,"Wang et al 2017, Nature"
3245,-7.17,-9.28,"Wang et al 2017, Nature"
3251,-7.17,-9.41,"Wang et al 2017, Nature"
3259,-7.27,-9.62,"Wang et al 2017, Nature"
3267,-7.25,-9.79,"Wang et al 2017, Nature"
3275,-7.21,-9.12,"Wang et al 2017, Nature"
3283,-7.32,-9.2,"Wang et al 2017, Nature"
3291,-7.24,-9.32,"Wang et al 2017, Nature"
3299,-7.27,-9.43,"Wang et al 2017, Nature"
3307,-7.21,-9.82,"Wang et al 2017, Nature"
3316,-7.39,-9.69,"Wang et al 2017, Nature"
3324,,,"Wang et al 2017, Nature"
3332,-7.05,-9.82,"Wang et al 2017, Nature"
3340,-7.48,-9.78,"Wang et al 2017, Nature"
3348,-7.33,-9.88,"Wang et al 2017, Nature"
3356,-7.3,-9.78,"Wang et al 2017, Nature"
3364,-7.31,-9.47,"Wang et al 2017, Nature"
3372,-7.33,-9.82,"Wang et al 2017, Nature"
3380,-7.37,-9.96,"Wang et al 2017, Nature"
3388,-7.23,-9.86,"Wang et al 2017, Nature"
3396,-7.06,-10.05,"Wang et al 2017, Nature"
3404,-7.03,-9.76,"Wang et al 2017, Nature"
3412,-6.97,-8.98,"Wang et al 2017, Nature"
3420,-6.94,-9.43,"Wang et al 2017, Nature"
3428,-7.6,-9.55,"Wang et al 2017, Nature"
3436,-7.53,-9.32,"Wang et al 2017, Nature"
3444,-7.6,-9.38,"Wang et al 2017, Nature"
3452,-7.39,-9.48,"Wang et al 2017, Nature"
3460,-7.5,-9.39,"Wang et al 2017, Nature"
3468,-7.41,-9.38,"Wang et al 2017, Nature"
3476,-7.77,-9.3,"Wang et al 2017, Nature"
3484,-7.43,-9.25,"Wang et al 2017, Nature"
3492,-7.51,-9.38,"Wang et al 2017, Nature"
3501,-7.6,-9.49,"Wang et al 2017, Nature"
3510,-7.64,-9.39,"Wang et al 2017, Nature"
3519,-7.37,-9.44,"Wang et al 2017, Nature"
3528,-6.77,-9.1,"Wang et al 2017, Nature"
3537,-7.39,-9.39,"Wang et al 2017, Nature"
3546,-7.44,-9.26,"Wang et al 2017, Nature"
3555,-7.35,-9.24,"Wang et al 2017, Nature"
3564,-7.46,-9.32,"Wang et al 2017, Nature"
3573,-7.38,-9.48,"Wang et al 2017, Nature"
3582,-7.11,-9.34,"Wang et al 2017, Nature"
3591,-7.53,-9.24,"Wang et al 2017, Nature"
3600,-7.88,-9.67,"Wang et al 2017, Nature"
3609,-7.82,-9.58,"Wang et al 2017, Nature"
3617,-7.65,-9.57,"Wang et al 2017, Nature"
3626,-8.12,-9.75,"Wang et al 2017, Nature"
3635,-7.54,-9.76,"Wang et al 2017, Nature"
3644,-7.48,-9.65,"Wang et al 2017, Nature"
3653,-7.47,-9.47,"Wang et al 2017, Nature"
3662,-7.38,-9.33,"Wang et al 2017, Nature"
3671,-7.37,-9.4,"Wang et al 2017, Nature"
3680,-7.57,-9.37,"Wang et al 2017, Nature"
3689,-7.41,-9.42,"Wang et al 2017, Nature"
3698,-7.75,-9.56,"Wang et al 2017, Nature"
3707,-7.57,-9.29,"Wang et al 2017, Nature"
3716,-7.39,-9.28,"Wang et al 2017, Nature"
3725,-7.62,-9.7,"Wang et al 2017, Nature"
3734,-7.42,-9.79,"Wang et al 2017, Nature"
3743,-7.18,-9.73,"Wang et al 2017, Nature"
3751,-7.43,-9.55,"Wang et al 2017, Nature"
3760,-7.66,-9.61,"Wang et al 2017, Nature"
3769,-7.58,-9.56,"Wang et al 2017, Nature"
3778,-7.22,-9.5,"Wang et al 2017, Nature"
3787,-7.37,-9.69,"Wang et al 2017, Nature"
3796,-7.62,-9.68,"Wang et al 2017, Nature"
3805,-7.37,-9.78,"Wang et al 2017, Nature"
3814,-7,-9.15,"Wang et al 2017, Nature"
3823,-7.57,-9.17,"Wang et al 2017, Nature"
3832,-7.42,-9.11,"Wang et al 2017, Nature"
3841,-7.39,-9.22,"Wang et al 2017, Nature"
3850,-7.51,-9.55,"Wang et al 2017, Nature"
3859,-7.17,-9.24,"Wang et al 2017, Nature"
3869,-7.43,-8.99,"Wang et al 2017, Nature"
3878,-7.71,-9.17,"Wang et al 2017, Nature"
3888,-7.57,-9.09,"Wang et al 2017, Nature"
3897,-7.73,-9.12,"Wang et al 2017, Nature"
3907,-7.54,-9.06,"Wang et al 2017, Nature"
3917,-7.5,-9.05,"Wang et al 2017, Nature"
3926,-7.59,-9.35,"Wang et al 2017, Nature"
3936,-7.68,-9.23,"Wang et al 2017, Nature"
3945,-7.55,-9.25,"Wang et al 2017, Nature"
3955,-7.7,-9.18,"Wang et al 2017, Nature"
3964,-7.84,-8.98,"Wang et al 2017, Nature"
3974,-7.64,-9.13,"Wang et al 2017, Nature"
3983,-7.67,-9.08,"Wang et al 2017, Nature"
3993,-7.68,-9.21,"Wang et al 2017, Nature"
4003,-7.76,-9.35,"Wang et al 2017, Nature"
4012,-7.74,-9.44,"Wang et al 2017, Nature"
4022,-7.6,-9.3,"Wang et al 2017, Nature"
4031,-7.66,-9.29,"Wang et al 2017, Nature"
4041,-8.03,-9.32,"Wang et al 2017, Nature"
4050,-7.92,-9.24,"Wang et al 2017, Nature"
4060,-7.96,-9.21,"Wang et al 2017, Nature"
4069,-8.02,-9.17,"Wang et al 2017, Nature"
4079,-7.87,-9.16,"Wang et al 2017, Nature"
4089,-7.94,-9.37,"Wang et al 2017, Nature"
4098,-7.79,-9.16,"Wang et al 2017, Nature"
4108,-7.85,-9.22,"Wang et al 2017, Nature"
4117,-7.99,-9.14,"Wang et al 2017, Nature"
4127,-7.91,-9.23,"Wang et al 2017, Nature"
4136,-7.83,-9.4,"Wang et al 2017, Nature"
4146,-7.89,-9.19,"Wang et al 2017, Nature"
4155,-7.94,-9.1,"Wang et al 2017, Nature"
4165,-8.18,-9.12,"Wang et al 2017, Nature"
4174,-8.23,-9.1,"Wang et al 2017, Nature"
4184,-7.95,-8.86,"Wang et al 2017, Nature"
4194,-7.98,-9.06,"Wang et al 2017, Nature"
4203,-7.92,-8.97,"Wang et al 2017, Nature"
4213,-8,-8.92,"Wang et al 2017, Nature"
4222,-8.07,-8.92,"Wang et al 2017, Nature"
4232,-7.87,-9,"Wang et al 2017, Nature"
4241,-7.68,-8.84,"Wang et al 2017, Nature"
4251,-8,-9.13,"Wang et al 2017, Nature"
4260,-8.32,-9.09,"Wang et al 2017, Nature"
4270,-8.47,-9.06,"Wang et al 2017, Nature"
4280,-8.43,-9.16,"Wang et al 2017, Nature"
4289,-8.11,-8.92,"Wang et al 2017, Nature"
4299,-8.11,-9,"Wang et al 2017, Nature"
4308,-7.92,-9.18,"Wang et al 2017, Nature"
4318,-8.09,-9.2,"Wang et al 2017, Nature"
4327,-7.82,-9.12,"Wang et al 2017, Nature"
4337,-8.01,-9.12,"Wang et al 2017, Nature"
4346,-7.96,-9.4,"Wang et al 2017, Nature"
4356,-7.96,-9.27,"Wang et al 2017, Nature"
4365,-8.09,-9.19,"Wang et al 2017, Nature"
4375,-8.15,-9.22,"Wang et al 2017, Nature"
4385,-8.11,-9.29,"Wang et al 2017, Nature"
4394,-8.21,-9.39,"Wang et al 2017, Nature"
4404,-8.38,-9.48,"Wang et al 2017, Nature"
4413,-7.92,-9.35,"Wang et al 2017, Nature"
4423,-7.83,-9.52,"Wang et al 2017, Nature"
4433,-7.66,-9.27,"Wang et al 2017, Nature"
4443,-7.65,-9.23,"Wang et al 2017, Nature"
4453,-7.89,-9.14,"Wang et al 2017, Nature"
4463,-7.73,-8.96,"Wang et al 2017, Nature"
4473,-8.02,-9.24,"Wang et al 2017, Nature"
4482,-8.06,-9.13,"Wang et al 2017, Nature"
4492,-7.67,-9.08,"Wang et al 2017, Nature"
4502,-7.8,-9.07,"Wang et al 2017, Nature"
4512,-8.13,-9.04,"Wang et al 2017, Nature"
4522,-8.08,-8.76,"Wang et al 2017, Nature"
4532,-8.13,-8.82,"Wang et al 2017, Nature"
4542,-8.25,-9.12,"Wang et al 2017, Nature"
4552,-8.24,-9.13,"Wang et al 2017, Nature"
4562,-8.12,-9.15,"Wang et al 2017, Nature"
4572,-8.03,-9.14,"Wang et al 2017, Nature"
4582,-8.02,-9.05,"Wang et al 2017, Nature"
4592,-7.94,-9.07,"Wang et al 2017, Nature"
4602,-7.84,-9.15,"Wang et al 2017, Nature"
4612,-7.81,-8.96,"Wang et al 2017, Nature"
4622,-7.88,-9.01,"Wang et al 2017, Nature"
4632,-8.03,-8.87,"Wang et al 2017, Nature"
4642,-7.94,-8.94,"Wang et al 2017, Nature"
4651,-8.12,-9.08,"Wang et al 2017, Nature"
4661,-7.91,-9.01,"Wang et al 2017, Nature"
4671,-8.1,-9.03,"Wang et al 2017, Nature"
