Speleothem_ID,age_ky,d18O,Ref
RN4,4.447,-3.49865,Cruz et al. 2009; Nat. Geosci
RN4,4.474,-4.01183,Cruz et al. 2009; Nat. Geosci
RN4,4.5,-4.18028,Cruz et al. 2009; Nat. Geosci
RN4,4.526,-4.32967,Cruz et al. 2009; Nat. Geosci
RN4,4.552,-4.00212,Cruz et al. 2009; Nat. Geosci
RN4,4.579,-4.37654,Cruz et al. 2009; Nat. Geosci
RN4,4.605,-4.50187,Cruz et al. 2009; Nat. Geosci
RN4,4.631,-3.75183,Cruz et al. 2009; Nat. Geosci
RN4,4.657,-4.064,Cruz et al. 2009; Nat. Geosci
RN4,4.684,-5.15895,Cruz et al. 2009; Nat. Geosci
RN4,4.71,-4.98742,Cruz et al. 2009; Nat. Geosci
RN4,4.736,-5.49318,Cruz et al. 2009; Nat. Geosci
RN4,4.762,-5.69547,Cruz et al. 2009; Nat. Geosci
RN4,4.789,-4.66731,Cruz et al. 2009; Nat. Geosci
RN4,4.815,-4.79552,Cruz et al. 2009; Nat. Geosci
RN4,4.841,-4.22806,Cruz et al. 2009; Nat. Geosci
RN4,4.867,-4.37531,Cruz et al. 2009; Nat. Geosci
RN4,4.894,-4.97684,Cruz et al. 2009; Nat. Geosci
RN4,4.92,-4.06561,Cruz et al. 2009; Nat. Geosci
RN4,4.946,-4.20306,Cruz et al. 2009; Nat. Geosci
RN4,4.972,-4.97523,Cruz et al. 2009; Nat. Geosci
RN4,4.999,-6.27172,Cruz et al. 2009; Nat. Geosci
RN4,5.025,-5.72715,Cruz et al. 2009; Nat. Geosci
RN4,5.051,-4.97695,Cruz et al. 2009; Nat. Geosci
RN4,5.077,-5.17577,Cruz et al. 2009; Nat. Geosci
RN4,5.104,-6.7447,Cruz et al. 2009; Nat. Geosci
RN4,5.13,-5.88186,Cruz et al. 2009; Nat. Geosci
RN4,5.156,-5.75468,Cruz et al. 2009; Nat. Geosci
RN4,5.182,-5.96659,Cruz et al. 2009; Nat. Geosci
RN4,5.212,-6.72114,Cruz et al. 2009; Nat. Geosci
RN4,5.235,-4.84356,Cruz et al. 2009; Nat. Geosci
RN4,5.261,-7.88126,Cruz et al. 2009; Nat. Geosci
RN4,5.287,-5.75465,Cruz et al. 2009; Nat. Geosci
RN4,5.314,-5.70646,Cruz et al. 2009; Nat. Geosci
RN4,5.34,-5.26593,Cruz et al. 2009; Nat. Geosci
RN4,5.366,-5.95683,Cruz et al. 2009; Nat. Geosci
RN4,5.392,-7.05053,Cruz et al. 2009; Nat. Geosci
RN4,5.419,-7.19131,Cruz et al. 2009; Nat. Geosci
RN4,5.445,-6.07381,Cruz et al. 2009; Nat. Geosci
RN4,5.471,-5.93097,Cruz et al. 2009; Nat. Geosci
RN4,5.497,-5.78695,Cruz et al. 2009; Nat. Geosci
RN4,5.523,-7.2054,Cruz et al. 2009; Nat. Geosci
RN4,5.55,-5.94357,Cruz et al. 2009; Nat. Geosci
RN4,5.576,-6.25256,Cruz et al. 2009; Nat. Geosci
RN4,5.602,-6.05604,Cruz et al. 2009; Nat. Geosci
RN4,5.628,-6.32911,Cruz et al. 2009; Nat. Geosci
RN4,5.655,-5.8936,Cruz et al. 2009; Nat. Geosci
RN4,5.681,-4.86513,Cruz et al. 2009; Nat. Geosci
RN4,5.707,-6.044,Cruz et al. 2009; Nat. Geosci
RN4,5.733,-5.26751,Cruz et al. 2009; Nat. Geosci
RN4,5.76,-7.14377,Cruz et al. 2009; Nat. Geosci
RN4,5.786,-7.38981,Cruz et al. 2009; Nat. Geosci
RN4,5.812,-5.29902,Cruz et al. 2009; Nat. Geosci
RN4,5.838,-4.83753,Cruz et al. 2009; Nat. Geosci
RN4,5.865,-5.57626,Cruz et al. 2009; Nat. Geosci
RN4,5.891,-6.25498,Cruz et al. 2009; Nat. Geosci
RN4,5.917,-5.71286,Cruz et al. 2009; Nat. Geosci
RN4,5.943,-6.36523,Cruz et al. 2009; Nat. Geosci
RN4,5.97,-5.67755,Cruz et al. 2009; Nat. Geosci
RN4,5.996,-5.96512,Cruz et al. 2009; Nat. Geosci
RN4,6.022,-5.19081,Cruz et al. 2009; Nat. Geosci
RN4,6.048,-5.30515,Cruz et al. 2009; Nat. Geosci
RN4,6.075,-5.85562,Cruz et al. 2009; Nat. Geosci
RN4,6.101,-5.37931,Cruz et al. 2009; Nat. Geosci
RN4,6.127,-5.96659,Cruz et al. 2009; Nat. Geosci
RN4,6.153,-6.5024,Cruz et al. 2009; Nat. Geosci
RN4,6.18,-6.17707,Cruz et al. 2009; Nat. Geosci
RN4,6.206,-6.14212,Cruz et al. 2009; Nat. Geosci
RN4,6.232,-6.02513,Cruz et al. 2009; Nat. Geosci
RN4,6.258,-6.11868,Cruz et al. 2009; Nat. Geosci
RN4,6.285,-6.14157,Cruz et al. 2009; Nat. Geosci
RN4,6.311,-5.84809,Cruz et al. 2009; Nat. Geosci
RN4,6.337,-6.78829,Cruz et al. 2009; Nat. Geosci
RN4,6.363,-5.75959,Cruz et al. 2009; Nat. Geosci
RN4,6.39,-5.4469,Cruz et al. 2009; Nat. Geosci
RN4,6.416,-5.84798,Cruz et al. 2009; Nat. Geosci
RN4,6.442,-5.85574,Cruz et al. 2009; Nat. Geosci
RN4,6.468,-4.99456,Cruz et al. 2009; Nat. Geosci
RN4,6.495,-6.22924,Cruz et al. 2009; Nat. Geosci
RN4,6.521,-6.6125,Cruz et al. 2009; Nat. Geosci
RN4,6.547,-5.81948,Cruz et al. 2009; Nat. Geosci
RN4,6.573,-6.13979,Cruz et al. 2009; Nat. Geosci
RN4,6.6,-6.00926,Cruz et al. 2009; Nat. Geosci
RN4,6.626,-5.5636,Cruz et al. 2009; Nat. Geosci
RN4,6.652,-5.81017,Cruz et al. 2009; Nat. Geosci
RN4,6.678,-8.07684,Cruz et al. 2009; Nat. Geosci
RN4,6.705,-6.18495,Cruz et al. 2009; Nat. Geosci
RN4,6.731,-5.07726,Cruz et al. 2009; Nat. Geosci
RN4,6.757,-6.57386,Cruz et al. 2009; Nat. Geosci
RN4,6.783,-5.89165,Cruz et al. 2009; Nat. Geosci
RN4,6.81,-6.23478,Cruz et al. 2009; Nat. Geosci
RN4,6.836,-5.5792,Cruz et al. 2009; Nat. Geosci
RN4,6.862,-7.11062,Cruz et al. 2009; Nat. Geosci
RN4,6.888,-4.91418,Cruz et al. 2009; Nat. Geosci
RN4,6.915,-6.79335,Cruz et al. 2009; Nat. Geosci
RN4,6.941,-6.81963,Cruz et al. 2009; Nat. Geosci
RN4,6.967,-6.3474,Cruz et al. 2009; Nat. Geosci
RN4,6.993,-7.94428,Cruz et al. 2009; Nat. Geosci
RN4,7.02,-6.52157,Cruz et al. 2009; Nat. Geosci
RN4,7.046,-5.00173,Cruz et al. 2009; Nat. Geosci
RN4,7.072,-4.88775,Cruz et al. 2009; Nat. Geosci
RN4,7.098,-6.88344,Cruz et al. 2009; Nat. Geosci
RN4,7.125,-6.06665,Cruz et al. 2009; Nat. Geosci
RN4,7.151,-6.22796,Cruz et al. 2009; Nat. Geosci
RN4,7.177,-7.16582,Cruz et al. 2009; Nat. Geosci
RN4,7.203,-6.21896,Cruz et al. 2009; Nat. Geosci
RN4,7.234,-7.70264,Cruz et al. 2009; Nat. Geosci
RN4,7.255,-7.73029,Cruz et al. 2009; Nat. Geosci
RN4,7.277,-7.65118,Cruz et al. 2009; Nat. Geosci
RN4,7.299,-7.04761,Cruz et al. 2009; Nat. Geosci
RN4,7.321,-6.05805,Cruz et al. 2009; Nat. Geosci
RN4,7.343,-6.17111,Cruz et al. 2009; Nat. Geosci
RN4,7.365,-6.65157,Cruz et al. 2009; Nat. Geosci
RN4,7.387,-6.08635,Cruz et al. 2009; Nat. Geosci
RN4,7.409,-6.14843,Cruz et al. 2009; Nat. Geosci
RN4,7.431,-7.32077,Cruz et al. 2009; Nat. Geosci
RN4,7.453,-5.66264,Cruz et al. 2009; Nat. Geosci
RN4,7.475,-6.54072,Cruz et al. 2009; Nat. Geosci
RN4,7.497,-7.92022,Cruz et al. 2009; Nat. Geosci
RN4,7.519,-6.55896,Cruz et al. 2009; Nat. Geosci
RN4,7.541,-7.28616,Cruz et al. 2009; Nat. Geosci
RN4,7.563,-7.34765,Cruz et al. 2009; Nat. Geosci
RN4,7.585,-7.02088,Cruz et al. 2009; Nat. Geosci
RN4,7.607,-6.53465,Cruz et al. 2009; Nat. Geosci
RN4,7.629,-7.54438,Cruz et al. 2009; Nat. Geosci
RN4,7.651,-7.19078,Cruz et al. 2009; Nat. Geosci
RN4,7.673,-6.03226,Cruz et al. 2009; Nat. Geosci
RN4,7.695,-5.67131,Cruz et al. 2009; Nat. Geosci
RN4,7.717,-6.06009,Cruz et al. 2009; Nat. Geosci
RN4,7.739,-6.22392,Cruz et al. 2009; Nat. Geosci
RN4,7.761,-6.92363,Cruz et al. 2009; Nat. Geosci
RN4,7.783,-7.28899,Cruz et al. 2009; Nat. Geosci
RN4,7.805,-5.86622,Cruz et al. 2009; Nat. Geosci
RN4,7.827,-5.91269,Cruz et al. 2009; Nat. Geosci
RN4,7.849,-6.02691,Cruz et al. 2009; Nat. Geosci
RN4,7.871,-5.49806,Cruz et al. 2009; Nat. Geosci
RN4,7.893,-5.67493,Cruz et al. 2009; Nat. Geosci
RN4,7.915,-5.43315,Cruz et al. 2009; Nat. Geosci
RN4,7.937,-6.47598,Cruz et al. 2009; Nat. Geosci
RN4,7.959,-6.51599,Cruz et al. 2009; Nat. Geosci
RN4,7.981,-6.50464,Cruz et al. 2009; Nat. Geosci
RN4,8.003,-6.7485,Cruz et al. 2009; Nat. Geosci
RN4,8.025,-5.31706,Cruz et al. 2009; Nat. Geosci
RN4,8.046,-5.10091,Cruz et al. 2009; Nat. Geosci
RN4,8.068,-6.29123,Cruz et al. 2009; Nat. Geosci
RN4,8.09,-6.13121,Cruz et al. 2009; Nat. Geosci
RN4,8.112,-5.50341,Cruz et al. 2009; Nat. Geosci
RN4,8.135,-6.49322,Cruz et al. 2009; Nat. Geosci
RN4,8.153,-6.11147,Cruz et al. 2009; Nat. Geosci
RN4,8.172,-6.65242,Cruz et al. 2009; Nat. Geosci
RN4,8.191,-6.81175,Cruz et al. 2009; Nat. Geosci
RN4,8.209,-8.06611,Cruz et al. 2009; Nat. Geosci
RN4,8.228,-6.77223,Cruz et al. 2009; Nat. Geosci
RN4,8.247,-5.97992,Cruz et al. 2009; Nat. Geosci
RN4,8.266,-5.75858,Cruz et al. 2009; Nat. Geosci
RN4,8.285,-6.05329,Cruz et al. 2009; Nat. Geosci
RN4,8.304,-4.92345,Cruz et al. 2009; Nat. Geosci
RN4,8.323,-6.74943,Cruz et al. 2009; Nat. Geosci
RN4,8.342,-7.7,Cruz et al. 2009; Nat. Geosci
RN4,8.36,-5.91229,Cruz et al. 2009; Nat. Geosci
RN4,8.379,-7.3681,Cruz et al. 2009; Nat. Geosci
RN4,8.398,-4.80379,Cruz et al. 2009; Nat. Geosci
RN4,8.417,-5.76454,Cruz et al. 2009; Nat. Geosci
RN4,8.436,-6.29236,Cruz et al. 2009; Nat. Geosci
RN4,8.455,-5.65394,Cruz et al. 2009; Nat. Geosci
RN4,8.474,-4.72923,Cruz et al. 2009; Nat. Geosci
RN4,8.492,-5.15598,Cruz et al. 2009; Nat. Geosci
RN4,8.511,-6.07213,Cruz et al. 2009; Nat. Geosci
RN4,8.53,-5.94386,Cruz et al. 2009; Nat. Geosci
RN4,8.549,-5.4311,Cruz et al. 2009; Nat. Geosci
RN4,8.568,-6.30654,Cruz et al. 2009; Nat. Geosci
RN4,8.587,-6.54121,Cruz et al. 2009; Nat. Geosci
RN4,8.606,-5.89351,Cruz et al. 2009; Nat. Geosci
RN4,8.625,-5.67289,Cruz et al. 2009; Nat. Geosci
RN4,8.643,-7.42658,Cruz et al. 2009; Nat. Geosci
RN4,8.662,-6.99946,Cruz et al. 2009; Nat. Geosci
RN4,8.681,-5.9466,Cruz et al. 2009; Nat. Geosci
RN4,8.7,-5.80137,Cruz et al. 2009; Nat. Geosci
RN4,8.719,-5.82664,Cruz et al. 2009; Nat. Geosci
RN4,8.738,-6.09728,Cruz et al. 2009; Nat. Geosci
RN4,8.775,-8.39573,Cruz et al. 2009; Nat. Geosci
RN4,8.794,-7.24064,Cruz et al. 2009; Nat. Geosci
RN4,8.813,-6.2305,Cruz et al. 2009; Nat. Geosci
RN4,8.832,-6.28084,Cruz et al. 2009; Nat. Geosci
RN4,8.851,-7.14857,Cruz et al. 2009; Nat. Geosci
RN4,8.87,-6.48901,Cruz et al. 2009; Nat. Geosci
RN4,8.889,-6.67487,Cruz et al. 2009; Nat. Geosci
RN4,8.908,-6.44402,Cruz et al. 2009; Nat. Geosci
RN4,8.926,-7.0481,Cruz et al. 2009; Nat. Geosci
RN4,8.945,-6.68344,Cruz et al. 2009; Nat. Geosci
RN4,8.964,-5.29529,Cruz et al. 2009; Nat. Geosci
RN4,8.983,-6.36472,Cruz et al. 2009; Nat. Geosci
RN4,9.003,-6.89904,Cruz et al. 2009; Nat. Geosci
RN4,9.066,-5.82267,Cruz et al. 2009; Nat. Geosci
RN4,9.123,-5.52323,Cruz et al. 2009; Nat. Geosci
RN4,9.18,-5.75776,Cruz et al. 2009; Nat. Geosci
RN4,9.237,-5.50984,Cruz et al. 2009; Nat. Geosci
RN4,9.294,-5.67385,Cruz et al. 2009; Nat. Geosci
RN4,9.351,-6.81908,Cruz et al. 2009; Nat. Geosci
RN4,9.408,-5.76089,Cruz et al. 2009; Nat. Geosci
RN4,9.466,-5.98161,Cruz et al. 2009; Nat. Geosci
RN4,9.523,-6.32807,Cruz et al. 2009; Nat. Geosci
RN4,9.58,-5.73268,Cruz et al. 2009; Nat. Geosci
RN4,9.637,-6.16151,Cruz et al. 2009; Nat. Geosci
RN4,9.694,-6.38947,Cruz et al. 2009; Nat. Geosci
RN4,9.746,-5.65574,Cruz et al. 2009; Nat. Geosci
RN4,9.784,-5.36878,Cruz et al. 2009; Nat. Geosci
RN4,9.831,-6.63214,Cruz et al. 2009; Nat. Geosci
RN4,9.878,-5.89828,Cruz et al. 2009; Nat. Geosci
RN4,9.926,-5.99838,Cruz et al. 2009; Nat. Geosci
RN4,9.973,-6.32466,Cruz et al. 2009; Nat. Geosci
RN4,10.021,-6.8904,Cruz et al. 2009; Nat. Geosci
RN4,10.068,-6.20135,Cruz et al. 2009; Nat. Geosci
RN4,10.115,-7.15878,Cruz et al. 2009; Nat. Geosci
RN4,10.163,-6.48961,Cruz et al. 2009; Nat. Geosci
RN4,10.21,-5.7752,Cruz et al. 2009; Nat. Geosci
RN4,10.258,-6.53565,Cruz et al. 2009; Nat. Geosci
RN4,10.305,-6.58713,Cruz et al. 2009; Nat. Geosci
RN4,10.352,-6.13681,Cruz et al. 2009; Nat. Geosci
RN4,10.4,-5.12489,Cruz et al. 2009; Nat. Geosci
RN4,10.447,-5.52301,Cruz et al. 2009; Nat. Geosci
RN4,10.495,-6.05806,Cruz et al. 2009; Nat. Geosci
RN4,10.542,-6.49876,Cruz et al. 2009; Nat. Geosci
RN4,10.589,-6.44402,Cruz et al. 2009; Nat. Geosci
RN4,10.637,-6.04517,Cruz et al. 2009; Nat. Geosci
RN4,10.684,-5.49663,Cruz et al. 2009; Nat. Geosci
RN4,10.732,-5.59882,Cruz et al. 2009; Nat. Geosci
RN4,10.779,-6.49347,Cruz et al. 2009; Nat. Geosci
RN4,10.826,-5.69135,Cruz et al. 2009; Nat. Geosci
RN4,10.874,-5.65424,Cruz et al. 2009; Nat. Geosci
RN4,10.921,-5.28558,Cruz et al. 2009; Nat. Geosci
RN4,10.968,-6.22817,Cruz et al. 2009; Nat. Geosci
RN4,11.027,-5.32603,Cruz et al. 2009; Nat. Geosci
RN4,11.042,-5.64456,Cruz et al. 2009; Nat. Geosci
RN4,11.06,-4.66401,Cruz et al. 2009; Nat. Geosci
RN4,11.079,-4.50126,Cruz et al. 2009; Nat. Geosci
RN4,11.098,-6.84253,Cruz et al. 2009; Nat. Geosci
RN4,11.116,-4.77032,Cruz et al. 2009; Nat. Geosci
RN4,11.135,-5.77078,Cruz et al. 2009; Nat. Geosci
RN4,11.153,-5.81232,Cruz et al. 2009; Nat. Geosci
RN4,11.172,-4.04739,Cruz et al. 2009; Nat. Geosci
RN4,11.191,-4.25037,Cruz et al. 2009; Nat. Geosci
RN4,11.209,-5.56812,Cruz et al. 2009; Nat. Geosci
RN4,11.228,-4.64752,Cruz et al. 2009; Nat. Geosci
RN4,11.247,-4.63792,Cruz et al. 2009; Nat. Geosci
RN4,11.265,-5.65576,Cruz et al. 2009; Nat. Geosci
RN4,11.284,-3.62369,Cruz et al. 2009; Nat. Geosci
RN4,11.302,-6.42388,Cruz et al. 2009; Nat. Geosci
RN4,11.321,-6.17474,Cruz et al. 2009; Nat. Geosci
RN4,11.34,-3.55446,Cruz et al. 2009; Nat. Geosci
RN4,11.358,-4.64211,Cruz et al. 2009; Nat. Geosci
RN4,11.377,-4.48831,Cruz et al. 2009; Nat. Geosci
RN4,11.395,-5.44877,Cruz et al. 2009; Nat. Geosci
RN4,11.414,-5.04703,Cruz et al. 2009; Nat. Geosci
RN4,11.433,-6.09721,Cruz et al. 2009; Nat. Geosci
RN4,11.451,-4.52068,Cruz et al. 2009; Nat. Geosci
RN4,11.47,-6.07473,Cruz et al. 2009; Nat. Geosci
RN4,11.488,-5.43269,Cruz et al. 2009; Nat. Geosci
RN4,11.507,-6.45778,Cruz et al. 2009; Nat. Geosci
RN4,11.526,-7.0223,Cruz et al. 2009; Nat. Geosci
RN4,11.544,-6.01545,Cruz et al. 2009; Nat. Geosci
RN4,11.563,-4.36902,Cruz et al. 2009; Nat. Geosci
RN4,11.581,-5.5535,Cruz et al. 2009; Nat. Geosci
RN4,11.6,-3.88864,Cruz et al. 2009; Nat. Geosci
RN4,11.619,-5.18849,Cruz et al. 2009; Nat. Geosci
RN4,11.637,-5.05434,Cruz et al. 2009; Nat. Geosci
RN4,11.656,-5.05041,Cruz et al. 2009; Nat. Geosci
RN4,11.674,-5.77137,Cruz et al. 2009; Nat. Geosci
RN4,11.693,-4.79461,Cruz et al. 2009; Nat. Geosci
RN4,11.712,-6.32365,Cruz et al. 2009; Nat. Geosci
RN4,11.73,-5.05936,Cruz et al. 2009; Nat. Geosci
RN4,11.749,-5.12595,Cruz et al. 2009; Nat. Geosci
RN4,11.767,-5.41814,Cruz et al. 2009; Nat. Geosci
RN4,11.786,-5.29489,Cruz et al. 2009; Nat. Geosci
RN4,11.805,-5.60751,Cruz et al. 2009; Nat. Geosci
RN4,11.823,-5.73043,Cruz et al. 2009; Nat. Geosci
RN4,11.842,-3.99712,Cruz et al. 2009; Nat. Geosci
RN4,11.86,-5.27876,Cruz et al. 2009; Nat. Geosci
RN4,11.879,-4.80345,Cruz et al. 2009; Nat. Geosci
RN4,11.92,-5.35064,Cruz et al. 2009; Nat. Geosci
RN4,11.935,-5.18992,Cruz et al. 2009; Nat. Geosci
RN4,11.954,-4.08596,Cruz et al. 2009; Nat. Geosci
RN4,11.973,-5.01638,Cruz et al. 2009; Nat. Geosci
RN4,11.991,-3.57885,Cruz et al. 2009; Nat. Geosci
RN4,12.01,-4.10792,Cruz et al. 2009; Nat. Geosci
RN4,12.029,-5.92041,Cruz et al. 2009; Nat. Geosci
RN4,12.047,-4.39024,Cruz et al. 2009; Nat. Geosci
RN4,12.066,-5.62399,Cruz et al. 2009; Nat. Geosci
RN4,12.085,-5.36998,Cruz et al. 2009; Nat. Geosci
RN4,12.103,-6.58692,Cruz et al. 2009; Nat. Geosci
RN4,12.122,-6.18532,Cruz et al. 2009; Nat. Geosci
RN4,12.141,-4.49443,Cruz et al. 2009; Nat. Geosci
RN4,12.16,-3.1407,Cruz et al. 2009; Nat. Geosci
RN4,12.178,-5.03801,Cruz et al. 2009; Nat. Geosci
RN4,12.197,-5.39312,Cruz et al. 2009; Nat. Geosci
RN4,12.216,-5.47467,Cruz et al. 2009; Nat. Geosci
RN4,12.234,-5.17288,Cruz et al. 2009; Nat. Geosci
RN4,12.253,-5.7672,Cruz et al. 2009; Nat. Geosci
RN4,12.272,-5.84123,Cruz et al. 2009; Nat. Geosci
RN4,12.29,-4.8371,Cruz et al. 2009; Nat. Geosci
RN4,12.309,-6.22135,Cruz et al. 2009; Nat. Geosci
RN4,12.328,-5.31872,Cruz et al. 2009; Nat. Geosci
RN4,12.346,-5.07376,Cruz et al. 2009; Nat. Geosci
RN4,12.365,-4.93883,Cruz et al. 2009; Nat. Geosci
RN4,12.384,-5.33262,Cruz et al. 2009; Nat. Geosci
RN4,12.403,-5.02386,Cruz et al. 2009; Nat. Geosci
RN4,12.421,-4.11897,Cruz et al. 2009; Nat. Geosci
RN4,12.44,-3.64658,Cruz et al. 2009; Nat. Geosci
RN4,12.459,-4.73107,Cruz et al. 2009; Nat. Geosci
RN4,12.477,-5.68859,Cruz et al. 2009; Nat. Geosci
RN4,12.496,-4.29745,Cruz et al. 2009; Nat. Geosci
RN4,12.515,-5.22212,Cruz et al. 2009; Nat. Geosci
