Speleothem_ID,age_ky,d18O,Ref
RN4,12.533,-5.19756,Cruz et al. 2009; Nat. Geosci
RN4,12.571,-4.65204,Cruz et al. 2009; Nat. Geosci
RN4,12.589,-5.08629,Cruz et al. 2009; Nat. Geosci
RN4,12.608,-4.96766,Cruz et al. 2009; Nat. Geosci
RN4,12.627,-5.23749,Cruz et al. 2009; Nat. Geosci
RN4,12.646,-4.04747,Cruz et al. 2009; Nat. Geosci
RN4,12.664,-4.52262,Cruz et al. 2009; Nat. Geosci
RN4,12.683,-3.83723,Cruz et al. 2009; Nat. Geosci
RN4,12.702,-3.96455,Cruz et al. 2009; Nat. Geosci
RN4,12.72,-3.4029,Cruz et al. 2009; Nat. Geosci
RN4,12.739,-3.0779,Cruz et al. 2009; Nat. Geosci
RN4,12.758,-2.53613,Cruz et al. 2009; Nat. Geosci
RN4,12.776,-2.80801,Cruz et al. 2009; Nat. Geosci
RN4,12.795,-2.793,Cruz et al. 2009; Nat. Geosci
RN4,12.814,-3.06158,Cruz et al. 2009; Nat. Geosci
RN4,12.832,-3.5379,Cruz et al. 2009; Nat. Geosci
RN4,12.851,-2.66314,Cruz et al. 2009; Nat. Geosci
RN4,12.87,-3.96197,Cruz et al. 2009; Nat. Geosci
RN4,12.889,-3.0928,Cruz et al. 2009; Nat. Geosci
RN4,12.907,-6.20777,Cruz et al. 2009; Nat. Geosci
RN4,12.93,-5.12335,Cruz et al. 2009; Nat. Geosci
RN4,12.945,-4.51765,Cruz et al. 2009; Nat. Geosci
RN4,12.963,-4.70832,Cruz et al. 2009; Nat. Geosci
RN4,12.982,-3.18692,Cruz et al. 2009; Nat. Geosci
RN4,13.001,-2.42489,Cruz et al. 2009; Nat. Geosci
RN4,13.019,-3.68331,Cruz et al. 2009; Nat. Geosci
RN4,13.038,-3.22872,Cruz et al. 2009; Nat. Geosci
RN4,13.057,-3.16881,Cruz et al. 2009; Nat. Geosci
RN4,13.075,-2.54117,Cruz et al. 2009; Nat. Geosci
RN4,13.094,-2.88403,Cruz et al. 2009; Nat. Geosci
RN4,16.484,-5.15659,Cruz et al. 2009; Nat. Geosci
RN4,16.486,-3.64469,Cruz et al. 2009; Nat. Geosci
RN4,16.488,-4.96179,Cruz et al. 2009; Nat. Geosci
RN4,16.491,-4.40105,Cruz et al. 2009; Nat. Geosci
RN4,16.493,-4.19178,Cruz et al. 2009; Nat. Geosci
RN4,16.495,-4.03767,Cruz et al. 2009; Nat. Geosci
RN4,16.498,-4.2796,Cruz et al. 2009; Nat. Geosci
RN4,16.5,-4.49089,Cruz et al. 2009; Nat. Geosci
RN4,16.502,-4.53048,Cruz et al. 2009; Nat. Geosci
RN4,16.504,-3.56622,Cruz et al. 2009; Nat. Geosci
RN4,16.507,-4.66321,Cruz et al. 2009; Nat. Geosci
RN4,16.509,-2.93333,Cruz et al. 2009; Nat. Geosci
RN4,16.511,-4.5326,Cruz et al. 2009; Nat. Geosci
RN4,16.514,-4.36503,Cruz et al. 2009; Nat. Geosci
RN4,16.516,-2.79686,Cruz et al. 2009; Nat. Geosci
RN4,16.518,-4.16933,Cruz et al. 2009; Nat. Geosci
RN4,16.521,-3.78011,Cruz et al. 2009; Nat. Geosci
RN4,16.523,-4.92131,Cruz et al. 2009; Nat. Geosci
RN4,16.525,-6.13881,Cruz et al. 2009; Nat. Geosci
RN4,16.528,-2.79652,Cruz et al. 2009; Nat. Geosci
RN4,16.53,-3.58544,Cruz et al. 2009; Nat. Geosci
RN4,16.532,-3.92195,Cruz et al. 2009; Nat. Geosci
RN4,16.535,-2.96971,Cruz et al. 2009; Nat. Geosci
RN4,16.537,-3.44129,Cruz et al. 2009; Nat. Geosci
RN4,16.539,-3.66727,Cruz et al. 2009; Nat. Geosci
RN4,16.542,-4.14935,Cruz et al. 2009; Nat. Geosci
RN4,16.544,-3.59574,Cruz et al. 2009; Nat. Geosci
RN4,16.546,-2.72977,Cruz et al. 2009; Nat. Geosci
RN4,16.548,-3.58927,Cruz et al. 2009; Nat. Geosci
RN4,16.551,-3.14081,Cruz et al. 2009; Nat. Geosci
RN4,16.553,-2.24658,Cruz et al. 2009; Nat. Geosci
RN4,16.555,-4.02745,Cruz et al. 2009; Nat. Geosci
RN4,16.558,-3.6176,Cruz et al. 2009; Nat. Geosci
RN4,16.56,-4.26194,Cruz et al. 2009; Nat. Geosci
RN4,16.562,-5.46453,Cruz et al. 2009; Nat. Geosci
RN4,16.565,-3.85738,Cruz et al. 2009; Nat. Geosci
RN4,16.567,-4.83985,Cruz et al. 2009; Nat. Geosci
RN4,16.569,-4.43226,Cruz et al. 2009; Nat. Geosci
RN4,16.572,-5.39939,Cruz et al. 2009; Nat. Geosci
RN4,16.574,-4.03729,Cruz et al. 2009; Nat. Geosci
RN4,16.576,-4.64401,Cruz et al. 2009; Nat. Geosci
RN4,16.579,-5.71444,Cruz et al. 2009; Nat. Geosci
RN4,16.581,-4.29921,Cruz et al. 2009; Nat. Geosci
RN4,16.583,-4.27545,Cruz et al. 2009; Nat. Geosci
RN4,16.586,-2.7504,Cruz et al. 2009; Nat. Geosci
RN4,16.588,-4.79585,Cruz et al. 2009; Nat. Geosci
RN4,16.59,-5.00463,Cruz et al. 2009; Nat. Geosci
RN4,16.593,-4.32502,Cruz et al. 2009; Nat. Geosci
RN4,16.595,-4.77928,Cruz et al. 2009; Nat. Geosci
RN4,16.597,-5.37467,Cruz et al. 2009; Nat. Geosci
RN4,16.599,-4.82379,Cruz et al. 2009; Nat. Geosci
RN4,16.602,-4.24719,Cruz et al. 2009; Nat. Geosci
RN4,16.604,-3.65056,Cruz et al. 2009; Nat. Geosci
RN4,16.606,-4.85309,Cruz et al. 2009; Nat. Geosci
RN4,16.609,-3.36268,Cruz et al. 2009; Nat. Geosci
RN4,16.611,-3.89158,Cruz et al. 2009; Nat. Geosci
RN4,16.613,-4.61355,Cruz et al. 2009; Nat. Geosci
RN4,16.616,-2.92143,Cruz et al. 2009; Nat. Geosci
RN4,16.618,-3.58053,Cruz et al. 2009; Nat. Geosci
RN4,16.62,-4.06214,Cruz et al. 2009; Nat. Geosci
RN4,16.623,-5.99403,Cruz et al. 2009; Nat. Geosci
RN4,16.625,-2.63059,Cruz et al. 2009; Nat. Geosci
RN4,16.627,-1.93149,Cruz et al. 2009; Nat. Geosci
RN4,16.63,-3.93502,Cruz et al. 2009; Nat. Geosci
RN4,16.632,-3.83915,Cruz et al. 2009; Nat. Geosci
RN4,16.634,-3.46102,Cruz et al. 2009; Nat. Geosci
RN4,16.637,-3.58108,Cruz et al. 2009; Nat. Geosci
RN4,16.639,-2.1975,Cruz et al. 2009; Nat. Geosci
RN4,16.641,-3.29977,Cruz et al. 2009; Nat. Geosci
RN4,16.643,-5.33804,Cruz et al. 2009; Nat. Geosci
RN4,16.646,-2.63607,Cruz et al. 2009; Nat. Geosci
RN4,16.648,-2.15589,Cruz et al. 2009; Nat. Geosci
RN4,16.65,-3.49901,Cruz et al. 2009; Nat. Geosci
RN4,16.653,-3.97846,Cruz et al. 2009; Nat. Geosci
RN4,16.655,-4.01804,Cruz et al. 2009; Nat. Geosci
RN4,16.657,-4.11152,Cruz et al. 2009; Nat. Geosci
RN4,16.66,-2.66804,Cruz et al. 2009; Nat. Geosci
RN4,16.662,-2.69029,Cruz et al. 2009; Nat. Geosci
RN4,16.664,-2.92959,Cruz et al. 2009; Nat. Geosci
RN4,16.667,-6.03155,Cruz et al. 2009; Nat. Geosci
RN4,16.669,-7.37383,Cruz et al. 2009; Nat. Geosci
RN4,16.671,-2.43133,Cruz et al. 2009; Nat. Geosci
RN4,16.674,-5.12981,Cruz et al. 2009; Nat. Geosci
RN4,16.676,-2.28315,Cruz et al. 2009; Nat. Geosci
RN4,16.678,-4.08155,Cruz et al. 2009; Nat. Geosci
RN4,16.681,-3.87384,Cruz et al. 2009; Nat. Geosci
RN4,16.683,-4.45942,Cruz et al. 2009; Nat. Geosci
RN4,16.685,-4.26613,Cruz et al. 2009; Nat. Geosci
RN4,16.688,-5.27274,Cruz et al. 2009; Nat. Geosci
RN4,16.69,-3.62936,Cruz et al. 2009; Nat. Geosci
RN4,16.692,-2.6316,Cruz et al. 2009; Nat. Geosci
RN4,16.694,-4.27678,Cruz et al. 2009; Nat. Geosci
RN4,16.697,-3.74905,Cruz et al. 2009; Nat. Geosci
RN4,16.699,-3.38266,Cruz et al. 2009; Nat. Geosci
RN4,16.701,-3.12463,Cruz et al. 2009; Nat. Geosci
RN4,16.704,-4.44323,Cruz et al. 2009; Nat. Geosci
RN4,16.706,-3.58517,Cruz et al. 2009; Nat. Geosci
RN4,16.708,-3.7509,Cruz et al. 2009; Nat. Geosci
RN4,16.711,-3.32462,Cruz et al. 2009; Nat. Geosci
RN4,16.713,-3.45695,Cruz et al. 2009; Nat. Geosci
RN4,16.715,-2.93878,Cruz et al. 2009; Nat. Geosci
RN4,16.718,-3.77552,Cruz et al. 2009; Nat. Geosci
RN4,16.72,-3.28235,Cruz et al. 2009; Nat. Geosci
RN4,16.722,-4.58764,Cruz et al. 2009; Nat. Geosci
RN4,16.725,-3.74282,Cruz et al. 2009; Nat. Geosci
RN4,16.727,-2.94746,Cruz et al. 2009; Nat. Geosci
RN4,16.729,-4.8412,Cruz et al. 2009; Nat. Geosci
RN4,16.732,-1.86955,Cruz et al. 2009; Nat. Geosci
RN4,16.734,-3.09722,Cruz et al. 2009; Nat. Geosci
RN4,16.736,-4.21324,Cruz et al. 2009; Nat. Geosci
RN4,16.739,-3.02639,Cruz et al. 2009; Nat. Geosci
RN4,16.741,-4.35236,Cruz et al. 2009; Nat. Geosci
RN4,16.744,-3.17691,Cruz et al. 2009; Nat. Geosci
RN4,16.755,-4.70752,Cruz et al. 2009; Nat. Geosci
RN4,16.763,-4.53763,Cruz et al. 2009; Nat. Geosci
RN4,16.772,-4.2115,Cruz et al. 2009; Nat. Geosci
RN4,16.781,-3.38317,Cruz et al. 2009; Nat. Geosci
RN4,16.789,-3.0703,Cruz et al. 2009; Nat. Geosci
RN4,16.798,-3.55585,Cruz et al. 2009; Nat. Geosci
RN4,16.806,-3.40429,Cruz et al. 2009; Nat. Geosci
RN4,16.815,-5.12822,Cruz et al. 2009; Nat. Geosci
RN4,16.824,-2.07636,Cruz et al. 2009; Nat. Geosci
RN4,16.832,-2.43383,Cruz et al. 2009; Nat. Geosci
RN4,16.841,-3.72551,Cruz et al. 2009; Nat. Geosci
RN4,16.85,-2.65636,Cruz et al. 2009; Nat. Geosci
RN4,16.858,-2.70322,Cruz et al. 2009; Nat. Geosci
RN4,16.867,-5.47403,Cruz et al. 2009; Nat. Geosci
RN4,16.876,-3.92466,Cruz et al. 2009; Nat. Geosci
RN4,16.884,-3.69435,Cruz et al. 2009; Nat. Geosci
RN4,16.893,-3.95898,Cruz et al. 2009; Nat. Geosci
RN4,16.902,-2.4794,Cruz et al. 2009; Nat. Geosci
RN4,16.91,-3.6971,Cruz et al. 2009; Nat. Geosci
RN4,16.919,-3.14323,Cruz et al. 2009; Nat. Geosci
RN4,16.928,-5.01545,Cruz et al. 2009; Nat. Geosci
RN4,16.936,-4.57741,Cruz et al. 2009; Nat. Geosci
RN4,16.945,-4.94447,Cruz et al. 2009; Nat. Geosci
RN4,16.954,-2.91417,Cruz et al. 2009; Nat. Geosci
RN4,16.962,-3.30498,Cruz et al. 2009; Nat. Geosci
RN4,16.98,-3.17516,Cruz et al. 2009; Nat. Geosci
RN4,16.988,-4.73307,Cruz et al. 2009; Nat. Geosci
RN4,16.997,-3.11742,Cruz et al. 2009; Nat. Geosci
RN4,17.006,-3.22577,Cruz et al. 2009; Nat. Geosci
RN4,17.014,-5.58315,Cruz et al. 2009; Nat. Geosci
RN4,17.023,-4.37823,Cruz et al. 2009; Nat. Geosci
RN4,17.032,-2.51986,Cruz et al. 2009; Nat. Geosci
RN4,17.04,-3.92715,Cruz et al. 2009; Nat. Geosci
RN4,17.049,-2.44017,Cruz et al. 2009; Nat. Geosci
RN4,17.058,-4.00673,Cruz et al. 2009; Nat. Geosci
RN4,17.066,-2.35213,Cruz et al. 2009; Nat. Geosci
RN4,17.075,-2.85013,Cruz et al. 2009; Nat. Geosci
RN4,17.084,-1.84139,Cruz et al. 2009; Nat. Geosci
RN4,17.092,-2.68844,Cruz et al. 2009; Nat. Geosci
RN4,17.101,-2.78537,Cruz et al. 2009; Nat. Geosci
RN4,17.11,-3.79255,Cruz et al. 2009; Nat. Geosci
RN4,17.118,-3.69778,Cruz et al. 2009; Nat. Geosci
RN4,17.127,-1.7239,Cruz et al. 2009; Nat. Geosci
RN4,17.135,-2.79514,Cruz et al. 2009; Nat. Geosci
RN4,17.144,-1.98463,Cruz et al. 2009; Nat. Geosci
RN4,17.153,-2.80296,Cruz et al. 2009; Nat. Geosci
RN4,17.161,-2.5793,Cruz et al. 2009; Nat. Geosci
RN4,17.17,-2.42762,Cruz et al. 2009; Nat. Geosci
RN4,17.179,-2.60451,Cruz et al. 2009; Nat. Geosci
RN4,17.187,-2.80075,Cruz et al. 2009; Nat. Geosci
RN4,17.196,-1.64487,Cruz et al. 2009; Nat. Geosci
RN4,17.205,-2.74617,Cruz et al. 2009; Nat. Geosci
RN4,17.213,-3.65604,Cruz et al. 2009; Nat. Geosci
RN4,17.222,-2.35268,Cruz et al. 2009; Nat. Geosci
RN4,17.231,-3.16526,Cruz et al. 2009; Nat. Geosci
RN4,17.237,-1.65815,Cruz et al. 2009; Nat. Geosci
RN4,17.248,-1.90568,Cruz et al. 2009; Nat. Geosci
RN4,17.257,-2.45517,Cruz et al. 2009; Nat. Geosci
RN4,17.265,-1.98844,Cruz et al. 2009; Nat. Geosci
RN4,17.274,-5.19793,Cruz et al. 2009; Nat. Geosci
RN4,17.283,-4.99717,Cruz et al. 2009; Nat. Geosci
RN1,4.16,-1.19,Cruz et al. 2009; Nat. Geosci
RN1,4.169,-3.81,Cruz et al. 2009; Nat. Geosci
RN1,4.178,-3.32,Cruz et al. 2009; Nat. Geosci
RN1,4.188,-4.91,Cruz et al. 2009; Nat. Geosci
RN1,4.197,-4.61,Cruz et al. 2009; Nat. Geosci
RN1,4.206,-4.25,Cruz et al. 2009; Nat. Geosci
RN1,4.224,-3.88,Cruz et al. 2009; Nat. Geosci
RN1,4.233,-4.6,Cruz et al. 2009; Nat. Geosci
RN1,4.243,-4.59,Cruz et al. 2009; Nat. Geosci
RN1,4.252,-5.02,Cruz et al. 2009; Nat. Geosci
RN1,4.261,-4.82,Cruz et al. 2009; Nat. Geosci
RN1,4.27,-4.86,Cruz et al. 2009; Nat. Geosci
RN1,4.279,-4.69,Cruz et al. 2009; Nat. Geosci
RN1,4.288,-3.92,Cruz et al. 2009; Nat. Geosci
RN1,4.297,-4.67,Cruz et al. 2009; Nat. Geosci
RN1,4.307,-6.25,Cruz et al. 2009; Nat. Geosci
RN1,4.316,-3.95,Cruz et al. 2009; Nat. Geosci
RN1,4.325,-3.89,Cruz et al. 2009; Nat. Geosci
RN1,4.334,-3.7,Cruz et al. 2009; Nat. Geosci
RN1,4.343,-3.97,Cruz et al. 2009; Nat. Geosci
RN1,4.352,-3.7,Cruz et al. 2009; Nat. Geosci
RN1,4.362,-3.67,Cruz et al. 2009; Nat. Geosci
RN1,4.371,-3.89,Cruz et al. 2009; Nat. Geosci
RN1,4.38,-3.83,Cruz et al. 2009; Nat. Geosci
RN1,4.389,-4.1,Cruz et al. 2009; Nat. Geosci
RN1,4.398,-4.08,Cruz et al. 2009; Nat. Geosci
RN1,4.407,-3.87,Cruz et al. 2009; Nat. Geosci
RN1,4.416,-3.7,Cruz et al. 2009; Nat. Geosci
RN1,4.426,-4.28,Cruz et al. 2009; Nat. Geosci
RN1,4.435,-3.84,Cruz et al. 2009; Nat. Geosci
RN1,4.444,-3.87,Cruz et al. 2009; Nat. Geosci
RN1,4.453,-3.79,Cruz et al. 2009; Nat. Geosci
RN1,4.462,-3.92,Cruz et al. 2009; Nat. Geosci
RN1,4.48,-3.85,Cruz et al. 2009; Nat. Geosci
RN1,4.503,-3.39,Cruz et al. 2009; Nat. Geosci
RN1,4.523,-3.81,Cruz et al. 2009; Nat. Geosci
RN1,4.544,-3.65,Cruz et al. 2009; Nat. Geosci
RN1,4.564,-4.19,Cruz et al. 2009; Nat. Geosci
RN1,4.584,-1.15,Cruz et al. 2009; Nat. Geosci
RN1,4.604,-3.77,Cruz et al. 2009; Nat. Geosci
RN1,4.625,-3.44,Cruz et al. 2009; Nat. Geosci
RN1,4.645,-4.87,Cruz et al. 2009; Nat. Geosci
RN1,4.665,-4.57,Cruz et al. 2009; Nat. Geosci
RN1,4.686,-4.22,Cruz et al. 2009; Nat. Geosci
RN1,4.726,-3.84,Cruz et al. 2009; Nat. Geosci
RN1,4.746,-4.55,Cruz et al. 2009; Nat. Geosci
RN1,4.767,-4.55,Cruz et al. 2009; Nat. Geosci
RN1,4.787,-4.98,Cruz et al. 2009; Nat. Geosci
RN1,4.807,-4.78,Cruz et al. 2009; Nat. Geosci
RN1,4.828,-4.82,Cruz et al. 2009; Nat. Geosci
RN1,4.848,-4.65,Cruz et al. 2009; Nat. Geosci
RN1,4.868,-3.88,Cruz et al. 2009; Nat. Geosci
RN1,4.888,-4.63,Cruz et al. 2009; Nat. Geosci
RN1,4.909,-6.22,Cruz et al. 2009; Nat. Geosci
RN1,4.929,-6.06,Cruz et al. 2009; Nat. Geosci
RN1,4.949,-6.07,Cruz et al. 2009; Nat. Geosci
RN1,4.97,-6,Cruz et al. 2009; Nat. Geosci
RN1,4.99,-6.04,Cruz et al. 2009; Nat. Geosci
RN1,5.01,-5.89,Cruz et al. 2009; Nat. Geosci
RN1,5.03,-5.93,Cruz et al. 2009; Nat. Geosci
RN1,5.051,-5.83,Cruz et al. 2009; Nat. Geosci
RN1,5.071,-5.93,Cruz et al. 2009; Nat. Geosci
RN1,5.091,-5.95,Cruz et al. 2009; Nat. Geosci
RN1,5.112,-5.91,Cruz et al. 2009; Nat. Geosci
RN1,5.132,-6.61,Cruz et al. 2009; Nat. Geosci
RN1,5.152,-6.56,Cruz et al. 2009; Nat. Geosci
RN1,5.172,-5.1,Cruz et al. 2009; Nat. Geosci
RN1,5.193,-7.44,Cruz et al. 2009; Nat. Geosci
RN1,5.213,-5.78,Cruz et al. 2009; Nat. Geosci
RN1,5.233,-6.47,Cruz et al. 2009; Nat. Geosci
RN1,5.254,-6.62,Cruz et al. 2009; Nat. Geosci
RN1,5.274,-6.18,Cruz et al. 2009; Nat. Geosci
RN1,5.294,-6.14,Cruz et al. 2009; Nat. Geosci
RN1,5.314,-6.79,Cruz et al. 2009; Nat. Geosci
RN1,5.332,-6.27,Cruz et al. 2009; Nat. Geosci
RN1,5.764,-5.3,Cruz et al. 2009; Nat. Geosci
RN1,5.777,-6.82,Cruz et al. 2009; Nat. Geosci
RN1,5.798,-7.36,Cruz et al. 2009; Nat. Geosci
RN1,5.819,-6,Cruz et al. 2009; Nat. Geosci
RN1,5.84,-5.07,Cruz et al. 2009; Nat. Geosci
RN1,5.862,-7.5,Cruz et al. 2009; Nat. Geosci
RN1,5.883,-6.39,Cruz et al. 2009; Nat. Geosci
RN1,5.904,-6.1,Cruz et al. 2009; Nat. Geosci
RN1,5.926,-5.66,Cruz et al. 2009; Nat. Geosci
RN1,5.947,-6.54,Cruz et al. 2009; Nat. Geosci
RN1,5.968,-5.74,Cruz et al. 2009; Nat. Geosci
RN1,5.989,-5.38,Cruz et al. 2009; Nat. Geosci
RN1,6.011,-7.45,Cruz et al. 2009; Nat. Geosci
RN1,6.032,-6.65,Cruz et al. 2009; Nat. Geosci
RN1,6.053,-6.39,Cruz et al. 2009; Nat. Geosci
RN1,6.074,-6.29,Cruz et al. 2009; Nat. Geosci
RN1,6.096,-5.52,Cruz et al. 2009; Nat. Geosci
RN1,6.117,-5.82,Cruz et al. 2009; Nat. Geosci
RN1,6.148,-5.88,Cruz et al. 2009; Nat. Geosci
RN1,6.222,-5.54,Cruz et al. 2009; Nat. Geosci
RN1,6.291,-6.34,Cruz et al. 2009; Nat. Geosci
RN1,6.428,-6.84,Cruz et al. 2009; Nat. Geosci
RN1,6.497,-5.07,Cruz et al. 2009; Nat. Geosci
RN1,6.566,-5.85,Cruz et al. 2009; Nat. Geosci
RN1,6.635,-6.01,Cruz et al. 2009; Nat. Geosci
RN1,6.703,-6.56,Cruz et al. 2009; Nat. Geosci
RN1,6.772,-5.93,Cruz et al. 2009; Nat. Geosci
RN1,6.841,-6.59,Cruz et al. 2009; Nat. Geosci
RN1,6.91,-6.3,Cruz et al. 2009; Nat. Geosci
RN1,6.978,-7.62,Cruz et al. 2009; Nat. Geosci
RN1,7.047,-5.05,Cruz et al. 2009; Nat. Geosci
RN1,7.116,-5.29,Cruz et al. 2009; Nat. Geosci
RN1,7.184,-5.65,Cruz et al. 2009; Nat. Geosci
RN1,7.253,-6.66,Cruz et al. 2009; Nat. Geosci
RN1,7.322,-6.33,Cruz et al. 2009; Nat. Geosci
RN1,7.384,-5.77,Cruz et al. 2009; Nat. Geosci
RN1,7.399,-7.04,Cruz et al. 2009; Nat. Geosci
RN1,7.426,-5.68,Cruz et al. 2009; Nat. Geosci
